document;left context;formula;;;unique;count
Puzhaeva_Тургенев. Завтрак у Предводителя;Да уж прикажите. Вот Евгений Тихоныч доказательств требует...  	 Да позвольте, Анна Ильинишна...  	 ;нет уж;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;Да уж прикажите. Вот Евгений Тихоныч доказательств требует...  	 Да позвольте, Анна Ильинишна...  	 Нет уж, ;сделайте одолжение;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;Вот Евгений Тихоныч доказательств требует...  	 Да позвольте, Анна Ильинишна...  	 Нет уж, сделайте одолжение. 	 ;ну;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;пожалуйста, прикажи.  	 ;сейчас;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;слушай... гляди на меня, вот они не хотят верить, что Ферапонт Ильич несколько раз тебя хотел подкупить... Слышишь ли ты, что я тебе говорю?..  ;суслов;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;Когда?.. Экой глупый!.. Разумеется, на повороте, не доезжая плотины. Еще одно колесо чуть не выскочило.  	 ;слушаю-с;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;Ведь Ферапонт Ильич хотел тебя подкупить? Ну конечно, ты не согласился... Но я ведь правду говорю?  	 Как вы изволите говорить-с?  	 ;ну;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;context not found;да позвольте;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;Карп уходит.  А от вас, Евгений Тихоныч, признаюсь, я этого не ожидала. Чем, кажется, я это заслужила?  	 Да что вы нас морочите!..  	 ;ну;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;А, наконец! Ну, проси, разумеется.  ЯВЛЕНИЕ ВОСЬМОЕ  Те же и Беспандин.  	 А!;здравствуйте;;;;
Puzhaeva_Тургенев. Завтрак у Предводителя;Да, сударь! Он под присягой готов все показать. Вот эти господа - свидетели.  	 Что это она за дичь порет?  	 ;позвольте;;;;
